Production Date,Units Produced,Operational Costs,Equipment Downtime,EmployeeID,Department,Hire Date,Salary
2018-05-20,94,2393,2,345,HR,2015-08-25,48780
2018-05-21,58,3715,0,425,Engineering,2021-06-06,69126
2018-05-22,199,4322,0,335,Engineering,2023-08-05,54319
2018-05-23,108,2200,3,136,Engineering,2024-03-28,44731
2018-05-24,162,2679,3,358,HR,2016-12-12,90835
2018-05-25,109,1677,2,469,HR,2020-01-07,86772
2018-05-26,169,1501,2,256,HR,2022-09-16,30328
2018-05-27,141,1267,2,384,HR,2015-06-06,58334
2018-05-28,165,2784,3,339,HR,2023-12-24,62023
2018-05-29,138,4659,0,79,Production,2018-01-22,91038
2018-05-30,99,2839,0,51,Engineering,2021-11-13,78863
2018-05-31,95,3326,3,375,HR,2024-04-03,57396
2018-06-01,86,1438,1,46,Production,2020-08-29,87046
2018-06-02,68,1280,3,108,Production,2021-03-09,89719
2018-06-03,140,4970,3,90,Sales,2023-08-17,40648
2018-06-04,145,3487,3,195,Production,2014-09-21,62154
2018-06-05,85,3850,0,122,Engineering,2019-02-18,66270
2018-06-06,73,1921,3,473,Sales,2024-04-07,80356
2018-06-07,64,1168,0,324,Production,2018-02-22,93885
2018-06-08,195,2308,0,137,HR,2016-05-07,40265
2018-06-09,138,4305,3,179,Sales,2015-06-06,90406
2018-06-10,67,2294,2,293,HR,2020-07-27,96754
2018-06-11,184,1566,3,26,Engineering,2015-01-04,71350
2018-06-12,137,2007,3,357,Engineering,2019-11-04,50935
2018-06-13,53,1017,3,281,Sales,2015-10-05,64638
2018-06-14,77,1180,0,432,Engineering,2015-03-17,74993
2018-06-15,114,1537,0,166,HR,2014-11-15,37607
2018-06-16,54,1729,3,209,Production,2014-11-22,59303
2018-06-17,117,1362,1,286,Sales,2014-11-16,77684
2018-06-18,192,3448,0,257,HR,2018-07-07,62903
2018-06-19,120,3616,2,61,Engineering,2015-01-08,80596
2018-06-20,65,4678,3,88,HR,2021-07-15,79650
2018-06-21,94,1624,3,338,HR,2017-07-18,61467
2018-06-22,141,4280,0,118,Engineering,2019-11-04,53628
2018-06-23,99,3005,2,115,HR,2014-08-17,55033
2018-06-24,75,3370,0,48,Engineering,2017-02-16,93808
2018-06-25,156,2499,0,382,HR,2024-01-09,87756
2018-06-26,187,3224,2,207,Engineering,2020-02-10,62278
2018-06-27,102,3011,1,292,Engineering,2016-09-03,91453
2018-06-28,136,1422,1,139,Engineering,2019-10-13,98820
2018-06-29,71,3481,1,73,Engineering,2017-01-01,98585
2018-06-30,83,3180,0,238,Sales,2023-09-23,44788
2018-07-01,176,2050,1,484,Engineering,2016-12-04,55659
2018-07-02,140,3551,2,114,Engineering,2015-11-14,69128
2018-07-03,55,3445,1,91,HR,2020-09-29,32467
2018-07-04,181,1461,0,191,Production,2023-05-03,92487
2018-07-05,85,3457,3,226,Sales,2023-03-25,39782
2018-07-06,141,2046,2,475,HR,2021-07-10,70235
2018-07-07,187,4324,1,315,Production,2020-01-29,86380
2018-07-08,97,2424,3,36,Production,2014-07-26,41073
2018-07-09,50,4987,0,387,HR,2015-12-23,68304
2018-07-10,188,2912,1,394,HR,2015-04-16,67518
2018-07-11,57,1853,0,370,HR,2021-11-29,58252
2018-07-12,89,1149,0,96,HR,2015-08-13,84711
2018-07-13,113,4978,0,377,Production,2024-02-22,90683
2018-07-14,65,2035,3,193,Production,2020-03-03,61062
2018-07-15,188,4629,0,38,Engineering,2023-11-28,55536
2018-07-16,126,4169,1,476,Production,2015-09-06,35830
2018-07-17,105,4955,0,484,Engineering,2016-12-04,55659
2018-07-18,169,2335,0,307,Sales,2016-08-31,33543
2018-07-19,76,3012,3,197,Production,2015-03-17,85069
2018-07-20,110,1343,3,315,Production,2020-01-29,86380
2018-07-21,99,4180,1,487,HR,2020-12-20,32131
2018-07-22,112,3160,0,287,Sales,2023-02-19,80014
2018-07-23,115,4957,0,387,HR,2015-12-23,68304
2018-07-24,88,3926,1,304,Engineering,2021-05-01,49320
2018-07-25,172,2216,2,255,HR,2015-07-02,96817
2018-07-26,166,1153,3,292,Engineering,2016-09-03,91453
2018-07-27,188,2933,2,372,Production,2018-06-17,99328
2018-07-28,84,3346,1,285,HR,2016-09-03,59882
2018-07-29,163,3659,1,380,Sales,2023-08-27,49199
2018-07-30,174,2167,3,185,HR,2023-04-04,59155
2018-07-31,168,1978,0,241,Production,2019-11-27,45559
2018-08-01,166,1790,2,340,Production,2023-09-27,97469
2018-08-02,96,3086,3,295,Engineering,2018-08-18,50606
2018-08-03,99,4900,2,361,Production,2019-09-15,88330
2018-08-04,174,1867,0,309,Production,2015-09-16,37413
2018-08-05,177,3436,0,182,Sales,2019-05-10,65644
2018-08-06,126,4143,3,409,Production,2016-12-23,72042
2018-08-07,99,2511,2,425,Engineering,2021-06-06,69126
2018-08-08,110,3672,3,431,Engineering,2020-06-28,59748
2018-08-09,176,1737,1,102,HR,2016-11-05,38864
2018-08-10,121,2280,1,432,Engineering,2015-03-17,74993
2018-08-11,198,3173,0,397,Production,2020-12-11,73803
2018-08-12,53,4756,2,56,HR,2021-12-22,78127
2018-08-13,61,4403,1,274,Sales,2018-04-07,42999
2018-08-14,61,2563,1,149,Production,2024-02-11,89997
2018-08-15,81,4053,1,34,Engineering,2017-10-24,81908
2018-08-16,62,2512,1,214,HR,2015-09-29,62810
2018-08-17,199,4691,3,35,Engineering,2015-06-15,45452
2018-08-18,74,4112,1,154,HR,2018-10-06,51834
2018-08-19,193,4869,1,386,Production,2019-09-01,41706
2018-08-20,160,2771,0,76,Engineering,2022-03-30,50490
2018-08-21,197,2049,1,82,Sales,2016-11-09,54567
2018-08-22,142,3606,1,492,Sales,2021-07-25,96124
2018-08-23,50,2119,0,317,Engineering,2018-11-28,78318
2018-08-24,136,2388,2,467,Production,2019-11-15,50728
2018-08-25,71,2273,1,302,Sales,2018-02-27,92027
2018-08-26,184,3251,1,430,HR,2020-08-24,73599
2018-08-27,172,3643,2,67,Production,2015-12-01,95339
2018-08-28,132,4122,1,164,Sales,2023-01-02,54958
2018-08-29,163,2603,0,334,Engineering,2024-04-11,55548
2018-08-30,77,2487,3,413,Production,2022-12-05,91261
2018-08-31,64,4197,2,203,Sales,2015-04-01,69031
2018-09-01,97,4535,2,483,Engineering,2017-09-20,51866
2018-09-02,187,3650,0,404,Engineering,2015-10-14,31283
2018-09-03,96,2366,2,252,Sales,2017-08-15,88390
2018-09-04,74,2401,2,453,HR,2016-07-07,38127
2018-09-05,192,1588,1,311,HR,2019-08-31,96202
2018-09-06,91,3780,2,403,HR,2020-04-13,90569
2018-09-07,172,4769,0,372,Production,2018-06-17,99328
2018-09-08,84,4686,0,344,Engineering,2019-05-30,40397
2018-09-09,185,3832,3,468,Sales,2017-07-18,54814
2018-09-10,63,3503,3,394,HR,2015-04-16,67518
2018-09-11,127,3831,1,256,HR,2022-09-16,30328
2018-09-12,139,2806,0,413,Production,2022-12-05,91261
2018-09-13,194,1931,0,190,Engineering,2022-10-19,49111
2018-09-14,198,4013,1,386,Production,2019-09-01,41706
2018-09-15,81,2763,1,389,Production,2018-04-25,83457
2018-09-16,63,2544,3,46,Production,2020-08-29,87046
2018-09-17,125,3522,2,275,HR,2017-02-24,74391
2018-09-18,185,1895,1,383,Engineering,2020-05-21,77699
2018-09-19,64,2645,2,362,HR,2022-06-09,30195
2018-09-20,75,1430,1,483,Engineering,2017-09-20,51866
2018-09-21,134,2207,0,122,Engineering,2019-02-18,66270
2018-09-22,68,2765,3,120,HR,2015-04-08,30829
2018-09-23,67,4903,3,366,Production,2022-04-16,95668
2018-09-24,194,1705,2,140,Sales,2020-04-11,45813
2018-09-25,164,1854,2,126,Sales,2017-07-01,79649
2018-09-26,126,4859,0,126,Sales,2017-07-01,79649
2018-09-27,107,2381,3,325,Production,2019-05-22,43171
2018-09-28,99,3339,2,221,Production,2019-07-08,66767
2018-09-29,199,2844,2,8,Production,2022-02-11,65137
2018-09-30,55,3423,3,261,Engineering,2017-09-28,91773
2018-10-01,110,3611,2,85,Engineering,2019-12-29,77915
2018-10-02,130,2049,0,326,HR,2017-11-16,69081
2018-10-03,52,3206,3,293,HR,2020-07-27,96754
2018-10-04,50,2045,3,131,HR,2022-04-30,74834
2018-10-05,75,2986,0,41,Sales,2024-01-20,64612
2018-10-06,133,3202,3,230,HR,2019-09-26,45797
2018-10-07,52,3660,2,384,HR,2015-06-06,58334
2018-10-08,162,3748,2,364,Sales,2022-04-09,62886
2018-10-09,100,1226,3,363,Engineering,2021-03-24,63261
2018-10-10,63,4613,3,211,Production,2016-11-22,32807
2018-10-11,127,1346,1,411,Sales,2022-04-12,95716
2018-10-12,152,2858,3,80,Sales,2016-12-22,80695
2018-10-13,167,3434,1,466,Engineering,2019-11-27,75250
2018-10-14,59,3639,3,227,Sales,2023-06-30,64952
2018-10-15,95,1668,2,376,Production,2020-05-07,80249
2018-10-16,82,4588,3,327,HR,2024-01-01,80621
2018-10-17,157,4226,2,465,Engineering,2019-12-11,52183
2018-10-18,152,1747,0,99,HR,2020-09-30,40547
2018-10-19,149,3974,1,432,Engineering,2015-03-17,74993
2018-10-20,188,2314,3,412,Engineering,2020-02-07,30670
2018-10-21,176,2051,3,97,Production,2015-02-09,64659
2018-10-22,191,1575,3,246,Engineering,2017-07-18,88062
2018-10-23,144,1860,2,63,Engineering,2020-06-06,38352
2018-10-24,164,4668,2,462,HR,2019-05-16,99456
2018-10-25,54,1100,1,345,HR,2015-08-25,48780
2018-10-26,176,3462,3,115,HR,2014-08-17,55033
2018-10-27,165,3120,3,321,Production,2023-02-01,34944
2018-10-28,189,3921,0,2,Engineering,2019-02-01,34616
2018-10-29,113,3055,3,282,Production,2022-04-28,39931
2018-10-30,161,3631,1,339,HR,2023-12-24,62023
2018-10-31,161,2289,3,309,Production,2015-09-16,37413
2018-11-01,107,4545,3,442,Engineering,2017-10-02,71983
2018-11-02,178,2648,3,329,HR,2016-03-14,37677
2018-11-03,162,1096,3,15,HR,2017-03-01,60713
2018-11-04,182,3605,3,36,Production,2014-07-26,41073
2018-11-05,59,2196,1,243,HR,2015-04-09,66479
2018-11-06,74,4694,1,217,Sales,2014-09-17,96320
2018-11-07,89,4164,2,59,HR,2017-10-30,76096
2018-11-08,87,2683,2,170,Sales,2020-10-02,77469
2018-11-09,103,2142,1,310,Production,2023-10-06,88780
2018-11-10,164,3795,3,446,Engineering,2017-05-22,94174
2018-11-11,173,3068,2,408,Sales,2017-06-26,85145
2018-11-12,86,4062,0,165,Sales,2023-04-15,85678
2018-11-13,132,4502,1,336,HR,2018-05-29,91698
2018-11-14,120,4451,2,458,HR,2019-03-02,87413
2018-11-15,119,3972,0,143,HR,2015-09-09,52880
2018-11-16,166,4620,3,16,Engineering,2018-01-02,95233
2018-11-17,85,1240,3,496,Engineering,2015-09-10,59659
2018-11-18,124,2483,0,279,Sales,2019-05-28,36194
2018-11-19,166,1784,0,19,Engineering,2024-02-26,48782
2018-11-20,175,2745,2,36,Production,2014-07-26,41073
2018-11-21,74,2159,3,240,Sales,2017-01-09,41694
2018-11-22,196,3012,3,271,Engineering,2016-10-26,44849
2018-11-23,60,3841,2,16,Engineering,2018-01-02,95233
2018-11-24,147,1305,3,205,Production,2017-02-13,64579
2018-11-25,185,1441,2,260,Sales,2023-02-14,75110
2018-11-26,54,2914,3,320,HR,2016-10-25,76425
2018-11-27,52,3829,3,278,Engineering,2019-09-01,41792
2018-11-28,168,4274,2,327,HR,2024-01-01,80621
2018-11-29,130,1398,3,269,Sales,2022-01-25,39250
2018-11-30,166,2702,1,3,Engineering,2023-02-28,99398
2018-12-01,178,2879,1,162,HR,2018-09-19,75236
2018-12-02,169,4374,1,460,Sales,2018-01-01,62432
2018-12-03,164,4855,0,110,Engineering,2023-12-17,76040
2018-12-04,118,3437,1,417,Sales,2019-07-31,50120
2018-12-05,130,2247,3,95,Engineering,2016-09-02,98622
2018-12-06,80,2267,2,118,Engineering,2019-11-04,53628
2018-12-07,125,2871,0,237,Engineering,2015-03-21,67048
2018-12-08,139,4700,0,100,HR,2023-05-06,31751
2018-12-09,96,1874,1,204,Production,2019-05-08,95703
2018-12-10,76,3233,0,204,Production,2019-05-08,95703
2018-12-11,89,3879,3,215,HR,2019-06-10,42240
2018-12-12,149,4079,0,456,Production,2015-10-15,41291
2018-12-13,54,2583,3,269,Sales,2022-01-25,39250
2018-12-14,192,1104,3,168,HR,2017-04-29,71339
2018-12-15,52,2209,2,40,Engineering,2017-07-26,42141
2018-12-16,114,3610,3,97,Production,2015-02-09,64659
2018-12-17,91,4052,0,443,Production,2019-03-03,91655
2018-12-18,62,1451,3,402,HR,2020-03-24,59904
2018-12-19,83,4301,1,8,Production,2022-02-11,65137
2018-12-20,98,3077,0,497,Sales,2015-10-05,53384
2018-12-21,186,3689,3,404,Engineering,2015-10-14,31283
2018-12-22,172,1495,0,113,Engineering,2023-05-02,83490
2018-12-23,75,1876,0,465,Engineering,2019-12-11,52183
2018-12-24,186,4469,0,448,Production,2024-03-20,59473
2018-12-25,195,4912,2,416,Engineering,2022-01-19,58272
2018-12-26,96,3732,2,401,Engineering,2017-05-24,35978
2018-12-27,101,2329,0,254,Engineering,2020-02-21,92682
2018-12-28,97,4938,0,297,Engineering,2023-01-10,76849
2018-12-29,140,3191,3,373,Engineering,2019-09-24,32774
2018-12-30,104,2985,0,84,Engineering,2019-02-18,78627
2018-12-31,127,3933,0,125,Sales,2017-01-06,50924
2019-01-01,80,4432,2,209,Production,2014-11-22,59303
2019-01-02,86,1145,3,459,Engineering,2023-10-08,37019
2019-01-03,126,1976,3,45,HR,2016-12-31,45935
2019-01-04,128,4628,0,355,Engineering,2019-01-09,71894
2019-01-05,193,1303,1,475,HR,2021-07-10,70235
2019-01-06,132,3371,2,405,HR,2020-09-20,51672
2019-01-07,66,2856,1,451,Sales,2016-11-23,99429
2019-01-08,54,2087,0,18,Engineering,2017-05-12,77418
2019-01-09,106,4316,0,298,Production,2020-12-27,52110
2019-01-10,139,4718,2,474,Engineering,2024-04-18,44708
2019-01-11,95,4653,3,112,Production,2021-09-01,75946
2019-01-12,162,2239,2,229,Production,2016-10-19,30655
2019-01-13,53,3583,1,129,Sales,2016-09-13,96098
2019-01-14,186,2548,3,264,Sales,2019-09-07,49050
2019-01-15,188,2964,0,105,Production,2018-07-13,81747
2019-01-16,151,2680,3,331,Sales,2017-05-25,77277
2019-01-17,104,1062,1,234,Engineering,2020-04-30,62145
2019-01-18,71,4868,1,467,Production,2019-11-15,50728
2019-01-19,77,1457,3,163,Sales,2017-06-18,78483
2019-01-20,196,2911,1,203,Sales,2015-04-01,69031
2019-01-21,134,1250,3,75,HR,2022-05-20,53406
2019-01-22,119,1657,3,305,Production,2016-01-16,32126
2019-01-23,112,4105,1,5,Sales,2024-01-03,75767
2019-01-24,71,1329,2,425,Engineering,2021-06-06,69126
2019-01-25,168,3168,2,330,Engineering,2017-10-16,60544
2019-01-26,160,3972,2,220,Engineering,2016-12-30,51031
2019-01-27,195,3078,3,313,Sales,2015-07-25,37045
2019-01-28,143,2558,1,383,Engineering,2020-05-21,77699
2019-01-29,94,4226,3,383,Engineering,2020-05-21,77699
2019-01-30,190,4426,2,420,Engineering,2017-03-04,48263
2019-01-31,86,2264,2,267,HR,2023-07-22,57026
2019-02-01,80,3958,1,465,Engineering,2019-12-11,52183
2019-02-02,78,1742,0,61,Engineering,2015-01-08,80596
2019-02-03,110,1218,2,483,Engineering,2017-09-20,51866
2019-02-04,158,4514,0,363,Engineering,2021-03-24,63261
2019-02-05,115,2385,2,221,Production,2019-07-08,66767
2019-02-06,187,4413,3,98,Engineering,2022-04-01,54811
2019-02-07,58,3554,3,181,Sales,2017-03-21,93092
2019-02-08,125,2695,0,212,HR,2022-12-20,41018
2019-02-09,170,3352,2,349,Engineering,2022-01-13,98199
2019-02-10,191,1561,1,187,Production,2017-07-14,54813
2019-02-11,71,3937,2,461,Production,2016-11-28,37541
2019-02-12,111,2500,1,286,Sales,2014-11-16,77684
2019-02-13,75,2093,0,135,Sales,2021-10-04,36193
2019-02-14,123,4493,1,333,HR,2015-05-24,49729
2019-02-15,82,2513,3,364,Sales,2022-04-09,62886
2019-02-16,144,1023,1,124,Production,2019-07-30,65943
2019-02-17,109,1996,2,160,Engineering,2018-10-29,54190
2019-02-18,135,1526,0,227,Sales,2023-06-30,64952
2019-02-19,119,1973,3,482,Sales,2014-06-19,35337
2019-02-20,73,4606,2,395,Engineering,2015-11-12,91377
2019-02-21,135,1182,2,169,Sales,2017-12-23,50943
2019-02-22,104,2538,3,100,HR,2023-05-06,31751
2019-02-23,189,4180,1,200,Production,2017-10-26,46616
2019-02-24,112,4450,3,64,HR,2018-08-28,35276
2019-02-25,93,2168,1,437,Production,2018-09-12,81270
2019-02-26,135,4517,1,115,HR,2014-08-17,55033
2019-02-27,144,4153,0,292,Engineering,2016-09-03,91453
2019-02-28,119,2446,0,54,Sales,2019-07-11,97971
2019-03-01,156,3626,3,348,Engineering,2020-08-09,56384
2019-03-02,195,1473,3,55,HR,2022-10-30,95948
2019-03-03,121,2236,0,432,Engineering,2015-03-17,74993
2019-03-04,66,1118,2,160,Engineering,2018-10-29,54190
2019-03-05,138,4156,1,98,Engineering,2022-04-01,54811
2019-03-06,191,1978,3,108,Production,2021-03-09,89719
2019-03-07,58,4223,2,303,Production,2021-07-10,53600
2019-03-08,181,2289,2,487,HR,2020-12-20,32131
2019-03-09,67,2312,3,458,HR,2019-03-02,87413
2019-03-10,170,4748,0,279,Sales,2019-05-28,36194
2019-03-11,51,2855,1,260,Sales,2023-02-14,75110
2019-03-12,188,3601,3,400,Engineering,2017-03-08,99629
2019-03-13,152,1180,1,106,Production,2021-04-23,91071
2019-03-14,110,4538,2,77,Sales,2014-12-31,41934
2019-03-15,129,4899,1,487,HR,2020-12-20,32131
2019-03-16,158,4459,2,351,Production,2014-07-17,90704
2019-03-17,182,1273,1,147,HR,2015-12-19,82702
2019-03-18,113,3183,0,392,Production,2021-08-06,62369
2019-03-19,181,3308,3,495,Production,2023-10-20,60341
2019-03-20,74,2818,0,262,Production,2019-06-22,41012
2019-03-21,136,4569,1,405,HR,2020-09-20,51672
2019-03-22,196,2343,1,25,Engineering,2019-04-29,64734
2019-03-23,95,2007,3,246,Engineering,2017-07-18,88062
2019-03-24,53,4096,2,166,HR,2014-11-15,37607
2019-03-25,72,1165,0,284,Engineering,2023-06-07,68777
2019-03-26,128,1303,1,9,Engineering,2019-01-11,75879
2019-03-27,78,1893,1,148,Sales,2016-10-11,54479
2019-03-28,94,1980,2,497,Sales,2015-10-05,53384
2019-03-29,146,3249,1,141,Engineering,2022-11-19,54844
2019-03-30,194,4870,3,389,Production,2018-04-25,83457
2019-03-31,150,2213,1,237,Engineering,2015-03-21,67048
2019-04-01,124,3538,1,497,Sales,2015-10-05,53384
2019-04-02,123,2338,0,280,Engineering,2015-01-21,81092
2019-04-03,185,3461,2,337,Sales,2022-10-08,58059
2019-04-04,60,3560,3,238,Sales,2023-09-23,44788
2019-04-05,195,2438,1,368,Sales,2018-10-13,38557
2019-04-06,107,1383,3,380,Sales,2023-08-27,49199
2019-04-07,147,2287,3,92,HR,2019-04-05,49614
2019-04-08,157,1020,2,341,Engineering,2021-11-08,80215
2019-04-09,160,3394,0,352,Sales,2020-06-04,45916
2019-04-10,158,4447,2,350,HR,2022-10-08,56774
2019-04-11,50,1059,0,142,Sales,2023-08-06,45491
